attendance,away_conference,away_division,away_id,away_line_scores,away_points,away_post_win_prob,away_postgame_elo,away_pregame_elo,away_team,completed,conference_game,excitement_index,highlights,home_conference,home_division,home_id,home_line_scores,home_points,home_post_win_prob,home_postgame_elo,home_pregame_elo,home_team,id,neutral_site,notes,season,season_type,start_date,start_time_tbd,venue,venue_id,week
,Ohio,III,424,"[7, 14, 7, 0]",28.0,,,,Capital,True,True,,,Ohio,III,359,"[7, 7, 7, 14]",35.0,,,,Otterbein,401432697,False,,2022,regular,2022-10-01T18:00:00.000Z,False,"Memorial Stadium (Westerville, OH)",6101.0,5
,South Atlantic,II,351,"[10, 14, 7, 0]",31.0,,,,Wingate,True,False,,,South Atlantic,II,101784,"[0, 0, 7, 0]",7.0,,,,Erskine,401431869,False,,2022,regular,2022-10-01T18:00:00.000Z,False,J.W. Babb Stadium,7076.0,5
,Pennsylvania State Athletic,II,2858,"[7, 28, 10, 14]",59.0,,,,California (PA),True,True,,,Pennsylvania State Athletic,II,2134,"[7, 0, 7, 0]",14.0,,,,Clarion,401432991,False,,2022,regular,2022-10-01T18:00:00.000Z,False,"Memorial Stadium (Clarion, PA)",4437.0,5
,Minnesota,III,2802,"[10, 14, 6, 0]",30.0,,,,Bethel (MN),True,True,,,Minnesota,III,2968,"[0, 6, 14, 7]",27.0,,,,Gustavus Adolphus,401431249,False,,2022,regular,2022-10-01T18:00:00.000Z,False,Hollingsworth Field,5893.0,5
,Northern Sun,II,2844,"[7, 7, 0, 0]",14.0,,,,Wayne State (NE),True,True,,,Northern Sun,II,2851,"[0, 7, 7, 24]",38.0,,,,Winona State,401432974,False,,2022,regular,2022-10-01T18:00:00.000Z,False,Altra Federal Credit Union Stadium,5780.0,5
,Mid America,II,137,"[0, 3, 0, 0]",3.0,,,,Missouri Western,True,True,,,Mid America,II,138,"[0, 0, 13, 3]",16.0,,,,Northwest Missouri State,401431967,False,,2022,regular,2022-10-01T18:30:00.000Z,False,Bearcat Stadium,5134.0,5
,American Athletic,FBS,151,"[14, 27, 7, 0]",48.0,,1539.0,1532.0,East Carolina,True,True,,,American Athletic,FBS,58,"[0, 7, 14, 7]",28.0,,1167.0,1174.0,South Florida,401415626,True,Moved from Raymond James Stadium due to inclement weather,2022,regular,2022-10-01T18:30:00.000Z,False,FAU Stadium,3715.0,5
,NEWMAC,III,2383,"[7, 10, 21, 3]",41.0,,,,Merchant Marine,True,True,,,NEWMAC,III,2749,"[7, 0, 0, 7]",14.0,,,,Worcester Polytechnic,401435143,False,,2022,regular,2022-10-01T18:30:00.000Z,False,"Alumni Stadium (Worcester, MA)",5899.0,5
,Northern Sun,II,425,"[7, 13, 0, 0, 6]",26.0,,,,Northern State,True,True,,,Northern Sun,II,559,"[0, 6, 7, 7, 7]",27.0,,,,University of Mary,401432433,False,,2022,regular,2022-10-01T19:00:00.000Z,False,MDU Resources Community Bowl,3638.0,5
,Northeast 10,II,2441,"[14, 0, 0, 7]",21.0,,,,New Haven,True,True,,,Northeast 10,II,2830,"[7, 0, 3, 0]",10.0,,,,St. Anselm,401432386,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Grappone Stadium,6074.0,5
,MVFC,FCS,2710,"[0, 3, 0, 7]",10.0,0.0535748537466296,,,Western Illinois,True,True,1.4191334215,,MVFC,FCS,2571,"[10, 7, 3, 14]",34.0,0.9464251462533704,,,South Dakota State,401420833,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Coughlin-Alumni Stadium,5237.0,5
,South Atlantic,II,2331,"[14, 7, 21, 0]",42.0,,,,Lenoir-Rhyne,True,True,,,South Atlantic,II,2842,"[0, 10, 0, 0]",10.0,,,,UVA-Wise,401433118,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Carl Smith Stadium,6033.0,5
,CCIW,III,2042,"[0, 14, 7, 14, 3, 3]",41.0,,,,Augustana (IL),True,False,,,Midwest,III,32,"[14, 3, 3, 15, 3, 6]",44.0,,,,Carroll (WI),401432540,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Schneider Stadium,5815.0,5
,American Southwest,III,2045,"[7, 0, 0, 0]",7.0,,,,Austin College,True,True,,,American Southwest,III,2371,"[10, 21, 7, 0]",38.0,,,,Mary Hardin-Baylor,401432526,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Crusader Stadium,4463.0,5
,NACC,III,2832,"[7, 0, 6, 13]",26.0,,,,St. Norbert,True,True,,,NACC,III,2283,"[6, 3, 0, 3]",12.0,,,,Benedictine (IL),401431304,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Village of Lisle-Benedictine University Sports Complex,6284.0,5
,Southern,FCS,236,"[0, 0, 3, 21]",24.0,0.860723171081045,,,Chattanooga,True,True,7.1491001244,,Southern,FCS,2193,"[10, 3, 0, 3]",16.0,0.139276828918955,,,East Tennessee State,401421130,False,,2022,regular,2022-10-01T19:00:00.000Z,False,William B. Greene Jr. Stadium,5400.0,5
,Big Sky,FCS,149,"[0, 21, 7, 0]",28.0,,,,Montana,True,True,,,Big Sky,FCS,304,"[3, 3, 0, 14]",20.0,,,,Idaho State,401413260,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Holt Arena,1930.0,5
,Great American,II,2888,"[7, 21, 7, 13]",48.0,,,,Ouachita Baptist,True,True,,,Great American,II,2823,"[0, 0, 7, 0]",7.0,,,,Northwestern Oklahoma State,401444111,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Ranger Field,4763.0,5
,Old Dominion,III,2047,"[0, 0, 0, 0]",0.0,,,,Averett,True,False,,,Old Dominion,III,2688,"[14, 10, 7, 0]",31.0,,,,Washington & Lee,401432736,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Wilson Field,6138.0,5
,SWAC,FCS,2065,"[0, 14, 6, 7]",27.0,0.1116437701691468,,,Bethune-Cookman,True,True,5.6055257149,,SWAC,FCS,2010,"[7, 7, 14, 7]",35.0,0.8883562298308532,,,Alabama A&M,401423441,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Louis Crews Stadium,3809.0,5
,OVC,FCS,2635,"[7, 7, 7, 7]",28.0,0.0025792599850397,,,Tennessee Tech,True,True,2.8847496263,,OVC,FCS,2630,"[14, 14, 10, 7]",45.0,0.9974207400149604,,,UT Martin,401428478,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Graham Stadium,3748.0,5
,Midwest,III,268,"[0, 0, 0, 6]",6.0,,,,Lawrence,True,True,,,Midwest,III,2919,"[28, 27, 0, 7]",62.0,,,,Monmouth (IL),401431268,False,,2022,regular,2022-10-01T19:00:00.000Z,False,April Zorn Memorial Stadium,6084.0,5
,Great American,II,199,"[7, 6, 0, 10]",23.0,,,,Southeastern Oklahoma,True,True,,,Great American,II,2271,"[10, 0, 7, 14]",31.0,,,,Henderson State,401431460,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Ruggles Field at Carpenter-Haygood Stadium,5113.0,5
,Michigan,III,2003,"[10, 6, 6, 0]",22.0,,,,Adrian,True,True,,,Michigan,III,2812,"[0, 10, 0, 0]",10.0,,,,Hope,401431181,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Ray and Sue Smith Stadium,3755.0,5
,Mid America,II,2122,"[10, 21, 14, 0]",45.0,,,,Central Oklahoma,True,True,,,Mid America,II,2876,"[3, 0, 0, 0]",3.0,,,,Lincoln (MO),401431939,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Dwight T. Reed Stadium,6045.0,5
,Great American,II,200,"[14, 14, 7, 0]",35.0,,,,Southern Nazarene,True,True,,,Great American,II,2033,"[7, 21, 3, 17]",48.0,,,,Arkansas Tech,401430732,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Thone Stadium at Buerkle Field,5870.0,5
,Great American,II,319,"[0, 10, 6, 7]",23.0,,,,Oklahoma Baptist,True,True,,,Great American,II,2264,"[10, 14, 14, 0]",38.0,,,,Harding,401431452,False,,2022,regular,2022-10-01T19:00:00.000Z,False,First Security Stadium,5885.0,5
,Mid America,II,2403,"[0, 3, 3, 3]",9.0,,,,Missouri Southern State,True,True,,,Mid America,II,90,"[14, 14, 3, 7]",38.0,,,,Pittsburg State,401431948,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Carnie Smith Stadium,6067.0,5
,Rocky Mountain,II,2146,"[0, 24, 14, 7]",45.0,,,,Colorado Mines,True,True,,,Rocky Mountain,II,2123,"[3, 6, 0, 0]",9.0,,,,Chadron State,401433081,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Elliott Field at Don Beebe Stadium,5880.0,5
,Great American,II,2028,"[7, 0, 7, 13]",27.0,,,,Arkansas-Monticello,True,True,,,Great American,II,2927,"[7, 10, 6, 14]",37.0,,,,Southwestern Oklahoma,401430742,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Milam Stadium,6073.0,5
,Gulf South,II,2560,"[7, 0, 0, 7]",14.0,,,,Shorter,True,True,,,Gulf South,II,2695,"[10, 3, 14, 10]",37.0,,,,West Alabama,401431844,False,,2022,regular,2022-10-01T19:00:00.000Z,False,Tiger Stadium (AL),3957.0,5
,Mid-American,FBS,2117,"[3, 0, 8, 6]",17.0,0.0014497415539341,1415.0,1464.0,Central Michigan,True,True,3.2021495199,,Mid-American,FBS,2649,"[3, 28, 0, 7]",38.0,0.9985502584460658,1522.0,1473.0,Toledo,401416607,False,,2022,regular,2022-10-01T19:30:00.000Z,False,Glass Bowl,3739.0,5
,Mountain West,FBS,278,"[0, 7, 7, 0]",14.0,0.0279607781354387,1487.0,1517.0,Fresno State,True,False,5.3097776208,,FBS Independents,FBS,41,"[3, 3, 6, 7]",19.0,0.9720392218645612,1029.0,999.0,Connecticut,401404151,False,,2022,regular,2022-10-01T19:30:00.000Z,False,Rentschler Field,3892.0,5
,Patriot,FCS,322,"[0, 10, 7, 7]",24.0,0.9870212706392852,,,Lafayette,True,True,4.3951633088,,Patriot,FCS,2083,"[0, 6, 0, 8]",14.0,0.0129787293607148,,,Bucknell,401422979,False,,2022,regular,2022-10-01T19:30:00.000Z,False,Christy Mathewson-Memorial Stadium,3676.0,5
,Mid-American,FBS,195,"[0, 10, 7, 7, 0]",24.0,0.0063226540818898,1265.0,1273.0,Ohio,True,True,8.7503940758,,Mid-American,FBS,2309,"[7, 0, 3, 14, 7]",31.0,0.9936773459181102,1313.0,1305.0,Kent State,401416611,False,,2022,regular,2022-10-01T19:30:00.000Z,False,Dix Stadium,3696.0,5
,Great American,II,2191,"[7, 13, 14, 0]",34.0,,,,East Central,True,True,,,Great American,II,2568,"[6, 10, 6, 0]",22.0,,,,Southern Arkansas,401431481,False,,2022,regular,2022-10-01T19:30:00.000Z,False,Wilkins Stadium,5891.0,5
,CAA,FCS,119,"[0, 3, 0, 7]",10.0,0.0141869451204738,,,Towson,True,True,2.0798262088,,CAA,FCS,48,"[0, 14, 7, 3]",24.0,0.9858130548795262,,,Delaware,401424430,False,,2022,regular,2022-10-01T19:30:00.000Z,False,Delaware Stadium,3695.0,5
,CAA,FCS,2729,"[3, 3, 7, 14]",27.0,0.9939066350613156,,,William & Mary,True,True,5.9508810398,,CAA,FCS,2619,"[10, 0, 0, 0]",10.0,0.0060933649386844,,,Stony Brook,401424367,False,,2022,regular,2022-10-01T19:30:00.000Z,False,Kenneth P. LaValle Stadium,3788.0,5
,Southern,FCS,2678,"[7, 3, 0, 7]",17.0,0.0346088638836322,,,VMI,True,True,4.6751163565,,Southern,FCS,2717,"[14, 7, 10, 7]",38.0,0.9653911361163676,,,Western Carolina,401422973,False,,2022,regular,2022-10-01T19:30:00.000Z,False,E. J. Whitmire Stadium,3704.0,5
,Mid-American,FBS,189,"[10, 14, 0, 7]",31.0,0.926740545180296,1148.0,1155.0,Bowling Green,True,True,6.6632783409,,Mid-American,FBS,2006,"[7, 7, 7, 7]",28.0,0.0732594548197038,967.0,960.0,Akron,401416609,False,,2022,regular,2022-10-01T19:30:00.000Z,False,Summa Field at InfoCision Stadium,3768.0,5
,Big 12,FBS,197,"[7, 9, 17, 3]",36.0,0.77535385136474,1824.0,1805.0,Oklahoma State,True,True,5.1608822414,,Big 12,FBS,239,"[3, 0, 22, 0]",25.0,0.22464614863526,1733.0,1752.0,Baylor,401404083,False,,2022,regular,2022-10-01T19:30:00.000Z,False,McLane Stadium,4727.0,5
,Big Ten,FBS,127,"[7, 6, 0, 0]",13.0,0.0283068465186707,1580.0,1607.0,Michigan State,True,True,4.0681115537,,Big Ten,FBS,120,"[14, 7, 3, 3]",27.0,0.9716931534813292,1647.0,1620.0,Maryland,401405103,False,,2022,regular,2022-10-01T19:30:00.000Z,False,Maryland Stadium,3665.0,5
,SEC,FBS,333,"[14, 14, 0, 21]",49.0,0.9170928789305772,2190.0,2185.0,Alabama,True,True,1.9700327166,,SEC,FBS,8,"[0, 7, 16, 3]",26.0,0.0829071210694226,1658.0,1663.0,Arkansas,401403902,False,,2022,regular,2022-10-01T19:30:00.000Z,False,Donald W. Reynolds Razorback Stadium Frank Broyles Field,3887.0,5
,Big 12,FBS,66,"[0, 8, 3, 0]",11.0,0.0648524773751639,1782.0,1790.0,Iowa State,True,True,6.8532744635,,Big 12,FBS,2305,"[0, 14, 0, 0]",14.0,0.935147522624836,1357.0,1349.0,Kansas,401404084,False,,2022,regular,2022-10-01T19:30:00.000Z,False,Memorial Stadium,3833.0,5
,Mid-American,FBS,193,"[7, 3, 10, 0]",20.0,0.0747476502806464,1452.0,1457.0,Miami (OH),True,True,9.6235607868,,Mid-American,FBS,2084,"[7, 7, 3, 7]",24.0,0.9252523497193536,1402.0,1397.0,Buffalo,401416610,False,,2022,regular,2022-10-01T19:30:00.000Z,False,UB Stadium,3965.0,5
,Big Ten,FBS,164,"[7, 0, 3, 0]",10.0,0.0022157417732703,1329.0,1347.0,Rutgers,True,True,2.9050293707,,Big Ten,FBS,194,"[14, 14, 14, 7]",49.0,0.9977842582267296,2150.0,2132.0,Ohio State,401405104,False,,2022,regular,2022-10-01T19:30:00.000Z,False,Ohio Stadium,3861.0,5
,Big Ten,FBS,77,"[0, 0, 7, 0]",7.0,0.0041114264906926,1368.0,1355.0,Northwestern,True,True,2.3293545873,,Big Ten,FBS,213,"[7, 7, 0, 3]",17.0,0.9958885735093074,1804.0,1817.0,Penn State,401405105,False,,2022,regular,2022-10-01T19:30:00.000Z,False,Beaver Stadium,3632.0,5
,ACC,FBS,259,"[3, 7, 0, 0]",10.0,0.0014723826820551,1325.0,1388.0,Virginia Tech,True,True,2.8024451577,,ACC,FBS,153,"[7, 17, 17, 0]",41.0,0.9985276173179448,1622.0,1559.0,North Carolina,401411128,False,,2022,regular,2022-10-01T19:30:00.000Z,False,Kenan Memorial Stadium,3787.0,5
,Southern,FCS,2643,"[0, 0, 0, 0]",0.0,0.0010708832144906,,,The Citadel,True,False,1.0613867287,,Sun Belt,FBS,2026,"[14, 21, 7, 7]",49.0,0.9989291167855092,1633.0,1633.0,Appalachian State,401421140,False,,2022,regular,2022-10-01T19:30:00.000Z,False,Kidd Brewer Stadium,3792.0,5
,Western Athletic,FCS,2617,"[3, 10, 3, 0]",16.0,0.9521121022430992,,,Stephen F. Austin,True,True,8.9376531844,,Western Athletic,FCS,2534,"[0, 7, 3, 7]",17.0,0.0478878977569006,,,Sam Houston State,401420870,True,,2022,regular,2022-10-01T19:30:00.000Z,False,NRG Stadium,3891.0,5
,Big South,FCS,2241,"[7, 0, 0, 0]",7.0,0.0037588817584621,,,Gardner-Webb,True,False,1.758093271,,Sun Belt,FBS,276,"[7, 7, 7, 7]",28.0,0.9962411182415378,1549.0,1549.0,Marshall,401426339,False,,2022,regular,2022-10-01T19:30:00.000Z,False,Joan C. Edwards Stadium,3775.0,5
,ACC,FBS,154,"[7, 14, 7, 3]",31.0,0.7567485321991865,1679.0,1666.0,Wake Forest,True,True,4.578745954,,ACC,FBS,52,"[7, 0, 6, 8]",21.0,0.2432514678008134,1564.0,1577.0,Florida State,401411127,False,,2022,regular,2022-10-01T19:30:00.000Z,False,Bobby Bowden Field at Doak Campbell Stadium,3697.0,5
,Southland,FCS,2277,"[0, 24, 13, 0]",37.0,0.3645105642087241,,,Houston Christian,True,False,4.6541770162,,Southland,FCS,2320,"[0, 7, 7, 20]",34.0,0.6354894357912759,,,Lamar,401462216,False,,2022,regular,2022-10-01T20:00:00.000Z,False,Provost Umphrey Stadium,3882.0,5
,SEC,FBS,245,"[0, 0, 10, 14]",24.0,0.0046152413959532,1658.0,1708.0,Texas A&M,True,True,4.7811050384,,SEC,FBS,344,"[0, 14, 7, 21]",42.0,0.9953847586040468,1667.0,1617.0,Mississippi State,401403906,False,,2022,regular,2022-10-01T20:00:00.000Z,False,Davis Wade Stadium,3693.0,5
,Northwest,III,2930,"[0, 0, 0, 0]",0.0,,,,Willamette,True,True,,,Northwest,III,205,"[14, 7, 14, 0]",35.0,,,,Pacific (OR),401435171,False,,2022,regular,2022-10-01T20:00:00.000Z,False,Hanson Stadium,6153.0,5
,Conference USA,FBS,2226,"[7, 14, 0, 7]",28.0,0.0142403432700169,1372.0,1425.0,Florida Atlantic,True,True,5.2624020285,,Conference USA,FBS,249,"[7, 21, 14, 3]",45.0,0.985759656729983,1325.0,1272.0,North Texas,401426575,False,,2022,regular,2022-10-01T20:00:00.000Z,False,Apogee Stadium,3825.0,5
,SIAC,II,2657,"[10, 3, 7, 10, 7, 8]",45.0,,,,Tuskegee,True,True,,,SIAC,II,2805,"[3, 6, 14, 7, 7, 6]",43.0,,,,Clark Atlanta,401432364,False,,2022,regular,2022-10-01T20:00:00.000Z,False,CAU Panther Stadium,5881.0,5
,Pioneer,FCS,56,[],0.0,,,,Stetson,True,True,,,Pioneer,FCS,301,[],0.0,,,,San Diego,401421096,False,,2022,regular,2022-10-01T20:00:00.000Z,False,Torero Stadium,716.0,5
,So. Cal.,III,17,"[7, 10, 17, 7]",41.0,,,,Claremont,True,True,,,So. Cal.,III,2318,"[0, 0, 0, 13]",13.0,,,,La Verne,401432825,False,,2022,regular,2022-10-01T20:00:00.000Z,False,Ortmayer Stadium,5909.0,5
,Northwest,III,2721,"[21, 21, 10, 14]",66.0,,,,Whitworth,True,True,,,Northwest,III,2333,"[14, 7, 0, 7]",28.0,,,,Lewis & Clark,401432657,False,,2022,regular,2022-10-01T20:00:00.000Z,False,Griswold Stadium,5920.0,5
,MSCAC,III,114,"[0, 0, 0, 0]",0.0,,,,Fitchburg State,True,True,,,MSCAC,III,18,"[28, 20, 7, 27]",82.0,,,,Bridgewater State,401438652,False,,2022,regular,2022-10-01T20:00:00.000Z,False,Edward C. Swenson Athletic Complex,5808.0,5
,Rocky Mountain,II,2237,"[0, 3, 0, 0]",3.0,,,,Fort Lewis,True,True,,,Rocky Mountain,II,2570,"[21, 28, 12, 14]",75.0,,,,Colorado State-Pueblo,401433100,False,,2022,regular,2022-10-01T20:00:00.000Z,False,Neta and Eddie DeRose ThunderBowl,4852.0,5
,Great Midwest Athletic,II,437,"[14, 7, 0, 6]",27.0,,,,Lake Erie College,True,True,,,Great Midwest Athletic,II,2838,"[14, 28, 10, 0]",52.0,,,,Tiffin,401431823,False,,2022,regular,2022-10-01T20:00:00.000Z,False,Frost-Kalnow Stadium,3731.0,5
,Lone Star,II,2025,"[7, 13, 7, 3]",30.0,,,,Angelo State,True,False,,,Lone Star,II,2848,"[0, 7, 0, 0]",7.0,,,,Western Oregon,401431614,False,,2022,regular,2022-10-01T20:05:00.000Z,False,McArthur Field,5783.0,5
,Presidents',III,2644,"[7, 7, 6, 7]",27.0,,,,Thiel College,True,True,,,Presidents',III,2062,"[0, 6, 14, 6]",26.0,,,,Bethany (WV),401443325,False,,2022,regular,2022-10-01T20:30:00.000Z,False,Bison Stadium,5803.0,5
,Southland,FCS,2447,"[7, 17, 3, 6]",33.0,0.6080376023967536,,,Nicholls,True,True,7.4418405957,,Southland,FCS,2466,"[0, 14, 7, 15]",36.0,0.3919623976032463,,,Northwestern State,401462218,False,,2022,regular,2022-10-01T20:30:00.000Z,False,Harry Turpin Stadium,3963.0,5
,Northwest,III,2508,"[0, 2, 0, 0]",2.0,,,,Puget Sound,True,True,,,Northwest,III,203,"[21, 20, 24, 7]",72.0,,,,Linfield,401432648,False,,2022,regular,2022-10-01T20:30:00.000Z,False,Maxwell Field,5119.0,5
,NEC,FCS,2681,"[0, 0, 0, 0]",0.0,0.0010286336987169,,,Wagner,True,False,1.008114628,,ACC,FBS,183,"[21, 28, 7, 3]",59.0,0.998971366301283,1539.0,1539.0,Syracuse,401411130,False,,2022,regular,2022-10-01T21:00:00.000Z,False,Carrier Dome,1964.0,5
,American Southwest,III,2810,"[7, 17, 7, 14]",45.0,,,,Hardin-Simmons,True,True,,,American Southwest,III,241,"[0, 10, 0, 3]",13.0,,,,McMurry,401432521,False,,2022,regular,2022-10-01T21:00:00.000Z,False,Wilford Moore Stadium,5996.0,5
,ECFC,III,110438,"[0, 0, 0, 0]",0.0,,,,Dean College,True,True,,,ECFC,III,293,"[3, 14, 22, 0]",39.0,,,,Castleton State College,401460498,False,,2022,regular,2022-10-01T21:00:00.000Z,False,Dave Wolk Stadium,5638.0,5
,Gulf South,II,2822,"[7, 3, 13, 8]",31.0,,,,North Greenville,True,True,,,Gulf South,II,110242,"[0, 10, 0, 24]",34.0,,,,West Florida,401431835,True,,2022,regular,2022-10-01T21:00:00.000Z,False,Blue Wahoos Stadium,6036.0,5
,Ohio,III,188,"[0, 14, 6, 13]",33.0,,,,Baldwin-Wallace,True,True,,,Ohio,III,317,"[7, 0, 7, 15]",29.0,,,,Marietta,401432665,False,,2022,regular,2022-10-01T21:00:00.000Z,False,Don Drumm Stadium,5931.0,5
,Sun Belt,FBS,6,"[0, 7, 3, 10]",20.0,0.9555575783592312,1467.0,1450.0,South Alabama,True,True,5.9674950836,,Sun Belt,FBS,309,"[7, 0, 0, 10]",17.0,0.0444424216407688,1631.0,1648.0,Louisiana,401426341,False,,2022,regular,2022-10-01T21:00:00.000Z,False,Cajun Field,3666.0,5
,Atlantic Sun,FCS,2046,"[0, 6, 7, 7]",20.0,0.0011210379081093,,,Austin Peay,True,True,4.4993364257,,Atlantic Sun,FCS,2110,"[7, 0, 21, 21]",49.0,0.9988789620918906,,,Central Arkansas,401418633,False,,2022,regular,2022-10-01T21:00:00.000Z,False,Estes Stadium,3711.0,5
,Big Sky,FCS,2464,"[7, 0, 0, 20]",27.0,0.0063907002512153,,,Northern Arizona,True,True,3.6185930877,,Big Sky,FCS,2502,"[14, 14, 0, 7]",35.0,0.9936092997487846,,,Portland State,401415172,False,,2022,regular,2022-10-01T21:00:00.000Z,False,Hillsboro Stadium,4765.0,5
,MVFC,FCS,282,"[0, 3, 3, 8]",14.0,0.1527686733805109,,,Indiana State,True,True,3.4222233707,,MVFC,FCS,2460,"[7, 3, 7, 3]",20.0,0.8472313266194891,,,Northern Iowa,401418838,False,,2022,regular,2022-10-01T21:00:00.000Z,False,UNI-Dome,3967.0,5
,Mid America,II,2214,"[7, 7, 21, 7]",42.0,,,,Emporia State,True,True,,,Mid America,II,2687,"[0, 7, 7, 21]",35.0,,,,Washburn,401431976,False,,2022,regular,2022-10-01T21:00:00.000Z,False,Yager Stadium at Moore Bowl,6034.0,5
,Pac-12,FBS,25,"[0, 3, 0, 6]",9.0,0.0219779998644255,1503.0,1536.0,California,True,True,5.1716079008,,Pac-12,FBS,265,"[0, 7, 7, 14]",28.0,0.9780220001355744,1674.0,1641.0,Washington State,401404004,False,,2022,regular,2022-10-01T21:30:00.000Z,False,Martin Stadium,3820.0,5
,South Atlantic,II,2839,"[0, 0, 7, 7]",14.0,,,,Tusculum,True,False,,,South Atlantic,II,122666,"[7, 6, 0, 0]",13.0,,,,Barton College,401433110,False,,2022,regular,2022-10-01T22:00:00.000Z,False,Electric Supply Company Field,7075.0,5
,Conference USA,FBS,2638,"[7, 17, 10, 7]",41.0,0.9959213441112124,1317.0,1322.0,UTEP,True,True,3.7137383757,,Conference USA,FBS,2429,"[7, 0, 14, 14]",35.0,0.0040786558887875,1111.0,1106.0,Charlotte,401426573,False,,2022,regular,2022-10-01T22:00:00.000Z,False,Jerry Richardson Stadium,4418.0,5
,Northern Sun,II,389,"[0, 0, 0, 7]",7.0,,,,Upper Iowa,True,True,,,Northern Sun,II,2587,"[7, 27, 7, 6]",47.0,,,,Southwest Minnesota State,401432967,False,,2022,regular,2022-10-01T22:00:00.000Z,False,Schwan Regional Event Center,6072.0,5
,SWAC,FCS,2400,"[7, 0, 0, 0]",7.0,0.0693235246152058,,,Mississippi Valley State,True,True,3.0285209905,,SWAC,FCS,50,"[7, 7, 10, 10]",34.0,0.930676475384794,,,Florida A&M,401424949,False,,2022,regular,2022-10-01T22:00:00.000Z,False,Bragg Memorial Stadium,3650.0,5
,FBS Independents,FBS,2335,"[14, 7, 10, 7]",38.0,0.8806505952101391,1582.0,1570.0,Liberty,True,False,4.6502159291,,Sun Belt,FBS,295,"[14, 3, 7, 0]",24.0,0.1193494047898608,1351.0,1363.0,Old Dominion,401404161,False,,2022,regular,2022-10-01T22:00:00.000Z,False,Foreman Field,3918.0,5
,Great Lakes,II,2586,"[0, 7, 10, 0]",17.0,,,,Southwest Baptist,True,True,,,Great Lakes,II,2292,"[9, 14, 7, 14]",44.0,,,,Indianapolis,401431492,False,,2022,regular,2022-10-01T22:00:00.000Z,False,Key Stadium,6040.0,5
,GLIAC,II,128,"[7, 10, 10, 10]",37.0,,,,Northern Michigan,True,True,,,GLIAC,II,131,"[14, 7, 3, 6]",30.0,,,,Wayne State (MI),401431568,False,,2022,regular,2022-10-01T22:00:00.000Z,False,Tom Adams Field,3600.0,5
,Gulf South,II,2401,"[3, 7, 13, 16]",39.0,,,,Mississippi College,True,True,,,Gulf South,II,2698,"[14, 7, 7, 10]",38.0,,,,West Georgia,401431865,False,,2022,regular,2022-10-01T22:00:00.000Z,False,University Stadium (GA),5888.0,5
,CIAA,II,2551,"[3, 14, 7, 0]",24.0,,,,Shaw,True,True,,,CIAA,II,330,"[0, 14, 7, 7]",28.0,,,,Virginia State,401430673,False,,2022,regular,2022-10-01T22:00:00.000Z,False,Rogers Stadium (VA),3904.0,5
,SIAC,II,2119,"[0, 14, 7, 14]",35.0,,,,Central State,True,True,,,SIAC,II,2019,"[13, 0, 7, 12]",32.0,,,,Allen,401432334,False,,2022,regular,2022-10-01T22:00:00.000Z,False,W.C. Hawkins Stadium,6217.0,5
,Mountain East,II,2707,"[0, 9, 14, 7]",30.0,,,,WV State,True,True,,,Mountain East,II,2017,"[0, 3, 0, 0]",3.0,,,,Alderson-Broaddus,401432094,False,,2022,regular,2022-10-01T22:00:00.000Z,False,Multi-Sport Performance Stadium,4421.0,5
,Pennsylvania State Athletic,II,223,"[0, 3, 0, 13]",16.0,,,,West Chester,True,True,,,Pennsylvania State Athletic,II,2071,"[7, 14, 0, 0]",21.0,,,,Bloomsburg,401432980,False,,2022,regular,2022-10-01T22:00:00.000Z,False,Robert B. Redman Stadium,4435.0,5
,Big South,FCS,2523,"[3, 0, 0, 6]",9.0,0.1055032195978402,,,Robert Morris,True,False,9.3225956181,,MEAC,FCS,2169,"[7, 0, 7, 0]",14.0,0.8944967804021597,,,Delaware State,401428383,False,,2022,regular,2022-10-01T22:00:00.000Z,False,Alumni Stadium,3613.0,5
,Ivy,FCS,225,"[3, 0, 0, 7]",10.0,0.0010619949840802,,,Brown,True,False,1.542388607,,CAA,FCS,227,"[17, 21, 0, 0]",38.0,0.9989380050159198,,,Rhode Island,401415188,False,,2022,regular,2022-10-01T22:00:00.000Z,False,Meade Stadium,3824.0,5
